date_disclosed,project_name,document_type,project_number,project_url,product_line,company_name,country,ifc_country_code,industry,environmental_category,department,status,projected_board_date,ifc_approval_date,ifc_signed_date,ifc_invested_date,ifc_investment_for_risk_managementmillion__usd,ifc_investment_for_guaranteemillion__usd,ifc_investment_for_loanmillion__usd,ifc_investment_for_equitymillion__usd,total_ifc_investment_as_approved_by_boardmillion__usd,wb_country_code,as_of_date
30-Nov-2018,La Genoveva,Summary of Investment Information (AIP Policy 2012),41190,https://disclosures.ifc.org/project-detail/SII/41190/la-genoveva,Loan,VIENTOS LA GENOVEVA S.A.U.,Argentina,ARG,Infrastructure,A,Regional Industry - INF LAC,Active,28-Feb-2019,21-May-2019,21-Jun-2019,22-Nov-2019,,,30.0,,30.0,AR,15-Sep-2024
28-Aug-2020,ENA 2020,Summary of Investment Information (AIP Policy 2012),41216,https://disclosures.ifc.org/project-detail/SII/41216/ena-2020,Loan,ELECTRIC NETWORKS OF ARMENIA CJSC,Armenia,ARM,Infrastructure,B,Regional Industry - INF ECA,Active,23-Oct-2020,10-Dec-2020,23-Dec-2020,04-Feb-2021,,,60.0,,60.0,AM,15-Sep-2024
17-Sep-2018,Shadowfax ,Summary of Investment Information (AIP Policy 2012),41235,https://disclosures.ifc.org/project-detail/SII/41235/shadowfax-,Equity,SHADOWFAX TECHNOLOGIES PRIVATE LIMITED,India,IND,Infrastructure,B,Disruptive Technologies and Funds,Active,28-Sep-2018,05-Oct-2018,23-Nov-2018,05-Dec-2018,,,,3.86,3.86,IN,15-Sep-2024
02-Nov-2018,"FRV Potrero Solar, S. de R.L. de C.V. ",Summary of Investment Information (AIP Policy 2012),41297,https://disclosures.ifc.org/project-detail/SII/41297/frv-potrero-solar-s.-de-r.l.-de-c.v.-,Risk Management,"PARQUE SOLAR POTRERO, S. DE R.L. DE C.V.",Mexico,MXC,Infrastructure,B,Regional Industry INF LAC & EUR,Active,07-Dec-2018,19-Dec-2018,08-Mar-2019,31-Jul-2019,2.0,,15.0,,17.0,MX,15-Sep-2024
10-Jul-2020,Linyang Grid-Parity Solar,Summary of Investment Information (AIP Policy 2012),41370,https://disclosures.ifc.org/project-detail/SII/41370/linyang-grid-parity-solar,Loan,"JIANGSU LINYANG ENERGY CO., LTD.",China,CHA,Infrastructure,B,Regional Industry - INF Asia & Pac,Completed,11-May-2020,11-May-2020,30-Jun-2020,14-Sep-2020,,,14.0,,14.0,CN,15-Sep-2024
24-May-2019,IPM Debt Facility,Summary of Investment Information (AIP Policy 2012),41382,https://disclosures.ifc.org/project-detail/SII/41382/ipm-debt-facility,,INCA PORTFOLIO MANAGERS (PTY) LTD,South Africa,SOU,Infrastructure,FI-2,Regional Industry - INF Africa,Pending Approval,31-Jul-2019,,,,,,,,,ZA,15-Sep-2024
10-Apr-2019,VCT II,Summary of Investment Information (AIP Policy 2012),41434,https://disclosures.ifc.org/project-detail/SII/41434/vct-ii,Loan,VISAKHA CONTAINER TERMINAL PRIVATE LIMITED,India,IND,Infrastructure,B,Regional Industry - INF Asia & Pac,Active,27-May-2019,30-May-2019,31-Aug-2019,,,,46.23,,46.23,IN,15-Sep-2024
25-Apr-2018,IFC - GIPDF 3,Summary of Investment Information (AIP Policy 2012),41446,https://disclosures.ifc.org/project-detail/SII/41446/ifc---gipdf-3,Loan,IFC-CIN CLIENTS,World Region,WLD,Infrastructure,C,Upstream & Advisory Secretariat,Pending Disbursement,30-May-2018,14-Jun-2018,03-Mar-2021,,,,150.0,,150.0,99,15-Sep-2024
20-Jan-2020,ITL,Summary of Investment Information (AIP Policy 2012),41523,https://disclosures.ifc.org/project-detail/SII/41523/itl,Loan,ITL CORPORATION,Viet Nam,VNM,Infrastructure,B,Regional Industry - INF Asia & Pac,Active,20-Feb-2020,27-Feb-2020,16-Jun-2020,23-Jul-2020,,,37.139999,,37.139999,VN,15-Sep-2024
13-Jul-2018,ESIP Liftit 2018,Summary of Investment Information (AIP Policy 2012),41635,https://disclosures.ifc.org/project-detail/SII/41635/esip-liftit-2018,Equity,LIFTIT S A S,Colombia,CLM,Infrastructure,B,Disruptive Technologies and Funds,Active,10-Aug-2018,10-Aug-2018,17-Dec-2018,21-Dec-2018,,,,4.0,4.0,CO,15-Sep-2024
07-Mar-2022,Abydos Solar IPP,Summary of Investment Information (AIP Policy 2012),41727,https://disclosures.ifc.org/project-detail/SII/41727/abydos-solar-ipp,Risk Management,ABYDOS SOLAR POWER COMPANY,"Egypt, Arab Republic of",EGT,Infrastructure,B,Regional Industry - INF Africa,Active,30-Jun-2022,10-Nov-2022,30-Nov-2022,07-Jun-2023,10.0,,95.0,,105.0,EG,15-Sep-2024
11-Sep-2018,Kobo360,Summary of Investment Information (AIP Policy 2012),41760,https://disclosures.ifc.org/project-detail/SII/41760/kobo360,Equity,KOBO360 INC,Nigeria,NIR,Infrastructure,B,Disruptive Technologies and Funds,Active,13-Oct-2018,23-Oct-2018,23-Nov-2018,27-Nov-2018,,,,3.0,3.0,NG,15-Sep-2024
09-Sep-2019,Casa Tramway ,Summary of Investment Information (AIP Policy 2012),41818,https://disclosures.ifc.org/project-detail/SII/41818/casa-tramway-,Loan,REGION OF CASABLANCA - SETTAT,Morocco,MYC,Infrastructure,B,Regional Industry - INF Africa,Active,10-Oct-2019,13-Nov-2019,23-Jan-2020,22-Mar-2021,,,58.0,,58.0,MA,15-Sep-2024
11-Sep-2019,BGE Green Bond,Summary of Investment Information (AIP Policy 2012),41819,https://disclosures.ifc.org/project-detail/SII/41819/bge-green-bond,Loan,"Beijing GeoEnviron Engineering and Technology, Inc.",China,CHA,Infrastructure,B,Regional Industry - INF Asia & Pac,Active,25-May-2019,12-Jun-2019,13-Aug-2019,23-Aug-2019,,,119.199997,,119.199997,CN,15-Sep-2024
30-May-2019,Umeme Capex [2019-2024],Summary of Investment Information (AIP Policy 2012),41897,https://disclosures.ifc.org/project-detail/SII/41897/umeme-capex-2019-2024,Risk Management,UMEME LTD,Uganda,UAN,Infrastructure,B,Regional Industry - INF Africa,Active,15-Jul-2019,09-Aug-2019,09-Dec-2019,20-Dec-2019,1.37,,28.0,,29.370001,UG,15-Sep-2024
14-May-2021,Medlog,Summary of Investment Information (AIP Policy 2012),42041,https://disclosures.ifc.org/project-detail/SII/42041/medlog,Loan,MEDLOG SA,Africa Region,AFR,Infrastructure,B,Regional Industry - INF Africa,Completed,17-Jun-2021,18-Jun-2021,28-Jun-2021,12-Jan-2022,,,37.5,,37.5,3A,15-Sep-2024
04-Feb-2020,SETRAG II,Summary of Investment Information (AIP Policy 2012),42222,https://disclosures.ifc.org/project-detail/SII/42222/setrag-ii,Risk Management,SOCIETE D'EXPLOITATION DU TRANSGABONAIS,Gabon,,Infrastructure,B,Regional Industry - INF Africa,Active,31-Mar-2020,16-Jul-2020,31-Oct-2020,08-Aug-2022,2.5,,38.110001,,40.610001,GA,15-Sep-2024
23-Jan-2020,Muni San Jose,Summary of Investment Information (AIP Policy 2012),42229,https://disclosures.ifc.org/project-detail/SII/42229/muni-san-jose,Loan,MUNICIPALIDAD DE SAN JOSE,Costa Rica,COS,Infrastructure,B,Regional Industry INF LAC & EUR,Completed,02-Mar-2020,19-Mar-2020,28-Apr-2020,04-Sep-2020,,,12.0,,12.0,CR,15-Sep-2024
16-Apr-2019,IEnova Corp.,Summary of Investment Information (AIP Policy 2012),42260,https://disclosures.ifc.org/project-detail/SII/42260/ienova-corp.,Loan,"INFRAESTRUCTURA ENERGETICA NOVA, S.A.P.I. DE C.V.",Mexico,MXC,Infrastructure,B,Regional Industry - INF LAC,Active,17-May-2019,05-Nov-2019,19-Nov-2019,05-Dec-2019,,,100.0,,100.0,MX,15-Sep-2024
23-May-2019,Trukker,Summary of Investment Information (AIP Policy 2012),42516,https://disclosures.ifc.org/project-detail/SII/42516/trukker,Equity,TRUKKER HOLDING LIMITED,"Middle East, Pakistan, and Afg Region",,Infrastructure,B,"Disruptive Tech, Service & Funds",Active,28-Jun-2019,08-Aug-2019,14-Nov-2019,04-Dec-2019,,,,3.0,3.0,,15-Sep-2024
13-Aug-2020,UZ Scaling Solar,Summary of Investment Information (AIP Policy 2012),42525,https://disclosures.ifc.org/project-detail/SII/42525/uz-scaling-solar,Risk Management,Nur Navoi Solar Foreign Enterprise LLC,Uzbekistan,UZB,Infrastructure,B,Regional Industry INF MCT,Active,15-Sep-2020,22-Sep-2020,09-Dec-2020,10-Dec-2020,1.0,,20.0,,21.0,UZ,15-Sep-2024
11-Nov-2020,Indonesia Express Logistics,Summary of Investment Information (AIP Policy 2012),42548,https://disclosures.ifc.org/project-detail/SII/42548/indonesia-express-logistics,Loan,PT ADI SARANA ARMADA TBK,Indonesia,INS,Infrastructure,B,Regional Industry - INF Asia & Pac,Active,25-Mar-2020,25-Mar-2020,29-Jun-2020,23-Jul-2021,,,65.0,,65.0,ID,15-Sep-2024
02-Mar-2021,VA Tech - HAM Projects,Summary of Investment Information (AIP Policy 2012),42588,https://disclosures.ifc.org/project-detail/SII/42588/va-tech---ham-projects,Loan,Ganga STP Project Private Limited,India,IND,Infrastructure,A,Regional Industry - INF Asia & Pac,Active,04-Nov-2020,04-Nov-2020,17-Feb-2021,21-Sep-2022,,,14.05,,14.05,IN,15-Sep-2024
16-Sep-2019,ACT II Wind,Summary of Investment Information (AIP Policy 2012),42613,https://disclosures.ifc.org/project-detail/SII/42613/act-ii-wind,Loan,ACT2 DIN WIND (PRIVATE) LIMITED,Pakistan,PAK,Infrastructure,B,Regional Industry INF MCT,Active,25-Oct-2019,25-Oct-2019,13-Nov-2019,06-May-2021,,,12.81,,12.81,PK,15-Sep-2024
24-Apr-2019,HFE Bhadla,Summary of Investment Information (AIP Policy 2012),42694,https://disclosures.ifc.org/project-detail/SII/42694/hfe-bhadla,Loan,CLEAN SOLAR POWER (JODHPUR) PRIVATE LIMITED,India,IND,Infrastructure,B,Regional Industry - INF Asia & Pac,Pending Disbursement,24-May-2019,24-May-2019,25-Jun-2019,,,,49.110001,,49.110001,IN,15-Sep-2024
26-Jan-2021,Kampong Solar,Summary of Investment Information (AIP Policy 2012),42750,https://disclosures.ifc.org/project-detail/SII/42750/kampong-solar,Risk Management,"PRIME ROAD ALTERNATIVE (CAMBODIA) CO., LTD.",Cambodia,KAM,Infrastructure,B,Regional Industry - INF Asia & Pac,Active,01-Mar-2021,23-Mar-2021,25-Aug-2021,20-May-2022,0.5,,4.0,,4.5,KH,15-Sep-2024
26-Jun-2020,R. Fes Meknes ,Summary of Investment Information (AIP Policy 2012),42982,https://disclosures.ifc.org/project-detail/SII/42982/r.-fes-meknes-,Loan,REGION FES MEKNES,Morocco,MYC,Infrastructure,B,Regional Industry - INF Africa,Active,07-Aug-2020,31-Jul-2020,17-Dec-2020,21-Jun-2022,,,35.0,,35.0,MA,15-Sep-2024
29-Oct-2020,Airport Almaty,Summary of Investment Information (AIP Policy 2012),43007,https://disclosures.ifc.org/project-detail/SII/43007/airport-almaty,Risk Management,ALMATY INTERNATIONAL AIRPORT JSC,Kazakhstan,KAZ,Infrastructure,B,Regional Industry INF MCT,Active,03-Dec-2020,14-Jan-2021,27-Sep-2021,21-Dec-2021,3.5,,150.0,0.0,153.5,KZ,15-Sep-2024
26-Oct-2022,Kairouan Solar Plant,Summary of Investment Information (AIP Policy 2012),43011,https://disclosures.ifc.org/project-detail/SII/43011/kairouan-solar-plant,Risk Management,KAIROUAN SOLAR PLANT S.A.R.L,Tunisia,TUN,Infrastructure,B,Regional Industry - INF Africa,Active,15-Dec-2022,22-Dec-2022,26-Sep-2023,30-May-2024,1.7,,17.0,,18.700001,TN,15-Sep-2024
27-Oct-2020,Central Termica de Temane,Summary of Investment Information (AIP Policy 2012),43099,https://disclosures.ifc.org/project-detail/SII/43099/central-termica-de-temane,Risk Management,CENTRAL TERMICA DE TEMANE SA,Mozambique,MOZ,Infrastructure,A,Regional Industry - INF Africa,Active,07-Jan-2021,28-Jan-2021,21-Oct-2021,07-Dec-2021,4.0,,100.0,,104.0,MZ,15-Sep-2024
18-Nov-2019,Maple,Summary of Investment Information (AIP Policy 2012),43107,https://disclosures.ifc.org/project-detail/SII/43107/maple,Loan,MERSIN ULUSLARARASI LIMAN ISLETMECILIGI ANONIM SIRKETI,Turkiye,,Infrastructure,B,Regional Industry INF MCT,Completed,06-Nov-2019,06-Nov-2019,07-Nov-2019,18-Nov-2019,,,80.0,,80.0,TR,15-Sep-2024
22-May-1996,ASIA POWER (PRIVATE) LIMITED (APPL),Summary of Proposed Investment (Disclosure Policy 2006),4331,https://disclosures.ifc.org/project-detail/SPI/4331/asia-power-(private)-limited-(appl),Loan,ASIA POWER (PRIVATE) LIMITED,Sri Lanka,SRI,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Completed,,25-Jun-1996,30-May-1997,10-Jun-1997,,,12.5,2.5,15.0,LK,15-Sep-2024
30-May-2020,Yoma Micro Power,Summary of Investment Information (AIP Policy 2012),43413,https://disclosures.ifc.org/project-detail/SII/43413/yoma-micro-power,Loan,YOMA MICRO POWER MYANMAR LTD.,Myanmar,BUA,Infrastructure,B,Regional Industry - INF Asia & Pac,Pending Signing,29-Jun-2020,06-Oct-2020,,,,,30.0,7.4,37.400002,MM,15-Sep-2024
07-Apr-2023,CV Airports,Summary of Investment Information (AIP Policy 2012),43450,https://disclosures.ifc.org/project-detail/SII/43450/cv-airports,Risk Management,CABO VERDE AIRPORTS S.A.,Cabo Verde,,Infrastructure,B,Regional Industry - INF Africa,Active,26-May-2023,31-May-2023,06-Jul-2023,27-Jul-2023,6.0,,32.950001,,38.950001,CV,15-Sep-2024
19-Jan-2021,Vatia S.A. ESP,Summary of Investment Information (AIP Policy 2012),43464,https://disclosures.ifc.org/project-detail/SII/43464/vatia-s.a.-esp,Equity,VATIA S.A. E.S.P.,Colombia,CLM,Infrastructure,B,Regional Industry INF LAC & EUR,Pending Disbursement,28-Feb-2021,13-May-2021,27-Apr-2022,,,,0.0,10.0,10.0,CO,15-Sep-2024
15-Feb-2022,New CWI Landfill Gas,Summary of Investment Information (AIP Policy 2012),43518,https://disclosures.ifc.org/project-detail/SII/43518/new-cwi-landfill-gas,Loan,"NEW CHINA WATER (NANJING) RENEWABLE RESOURCES INVESTMENT CO., LTD.",China,CHA,Infrastructure,B,Regional Industry - INF Asia & Pac,Active,18-Mar-2022,13-Apr-2022,20-May-2022,29-Jul-2022,,,50.459999,,50.459999,CN,15-Sep-2024
29-May-2020,ALBA Asia,Summary of Investment Information (AIP Policy 2012),43573,https://disclosures.ifc.org/project-detail/SII/43573/alba-asia,Loan,ALBA GROUP ASIA LIMITED,China,CHA,Infrastructure,B,Regional Industry - INF Asia & Pac,Active,30-Jun-2020,16-Jul-2020,28-Aug-2020,09-Dec-2020,,,50.0,,50.0,CN,15-Sep-2024
23-Apr-2021,Daystar Power,Summary of Investment Information (AIP Policy 2012),43623,https://disclosures.ifc.org/project-detail/SII/43623/daystar-power,Loan,DAYBREAK POWER SOLUTIONS LIMITED,Nigeria,NIR,Infrastructure,B,Regional Industry - INF Africa,Completed,28-May-2021,28-Jun-2021,30-Jun-2021,16-Nov-2021,,,10.0,,10.0,NG,15-Sep-2024
15-Apr-2021,CORSAN Water,Summary of Investment Information (AIP Policy 2012),43626,https://disclosures.ifc.org/project-detail/SII/43626/corsan-water,Loan,COMPANHIA RIOGRANDENSE DE SANEAMENTO,Brazil,BRA,Infrastructure,B,Regional Industry INF LAC & EUR,Pending Disbursement,17-May-2021,27-May-2021,30-Jun-2021,,,,84.300003,,84.300003,BR,15-Sep-2024
07-Jul-2021,RATCH Loan,Summary of Investment Information (AIP Policy 2012),43901,https://disclosures.ifc.org/project-detail/SII/43901/ratch-loan,Loan,RH INTERNATIONAL (SINGAPORE) CORPORATION PTE. LTD.,Thailand,THL,Infrastructure,B,Regional Industry - INF Asia & Pac,Active,28-Jun-2021,28-Jun-2021,30-Jun-2021,01-Apr-2022,,,150.0,,150.0,TH,15-Sep-2024
23-Sep-1997,"ELECTRICIDAD DE CORTES, S.A.",Summary of Proposed Investment (Disclosure Policy 2006),4401,https://disclosures.ifc.org/project-detail/SPI/4401/electricidad-de-cortes-s.a.,Loan,"Electricidad de Cortés, S. de R.L. de C.V.",Honduras,HDS,Infrastructure,B,Gbl Infrastructure &amp; Natural Resources,Completed,,05-Jul-1994,24-Oct-1994,29-Dec-1994,,,14.0,2.0,16.0,HN,15-Sep-2024
01-Apr-2022,Celsia Revolving WC,Summary of Investment Information (AIP Policy 2012),44027,https://disclosures.ifc.org/project-detail/SII/44027/celsia-revolving-wc,Loan,CELSIA COLOMBIA S A E S P,Colombia,CLM,Infrastructure,A,Regional Industry INF LAC & EUR,Pending Disbursement,31-May-2022,08-Jun-2022,30-Jun-2022,,,,140.0,,140.0,CO,15-Sep-2024
23-Jun-2020,Ekurhuleni Muni2,Summary of Investment Information (AIP Policy 2012),44164,https://disclosures.ifc.org/project-detail/SII/44164/ekurhuleni-muni2,Loan,CITY OF EKURHULENI,South Africa,SOU,Infrastructure,B,Regional Industry - INF ME & Africa,Active,05-Jun-2020,05-Jun-2020,10-Jun-2020,18-Jun-2020,,,55.0,,55.0,ZA,15-Sep-2024
19-Apr-2021,Agila,Summary of Investment Information (AIP Policy 2012),44179,https://disclosures.ifc.org/project-detail/SII/44179/agila,Loan,"CEBU AIR, INC.",Philippines,PHL,Infrastructure,A,Regional Industry - INF Asia & Pac,Active,10-Dec-2020,10-Dec-2020,16-Apr-2021,07-May-2021,,,62.5,,62.5,PH,15-Sep-2024
27-Sep-2021,Bac Ninh WTE,Summary of Investment Information (AIP Policy 2012),44198,https://disclosures.ifc.org/project-detail/SII/44198/bac-ninh-wte,Loan,T AND J GREEN ENERGY COMPANY LIMITED,Viet Nam,VNM,Infrastructure,B,Regional Industry - INF Asia & Pac,Active,28-Oct-2021,27-Oct-2021,20-Dec-2021,07-Apr-2022,,,15.0,,15.0,VN,15-Sep-2024
04-Mar-2021,Bolt Technology,Summary of Investment Information (AIP Policy 2012),44246,https://disclosures.ifc.org/project-detail/SII/44246/bolt-technology,Equity,BOLT TECHNOLOGY OU,Africa Region,AFR,Infrastructure,B,Disruptive Technologies and Funds,Active,18-Dec-2020,18-Dec-2020,29-Jan-2021,26-Mar-2021,,,0.0,23.98,23.98,3A,15-Sep-2024
04-Mar-2022,Zarafshon Wind,Summary of Investment Information (AIP Policy 2012),44364,https://disclosures.ifc.org/project-detail/SII/44364/zarafshon-wind,Risk Management,SHAMOL ZARAFSHAN ENERGY FE LLC,Uzbekistan,UZB,Infrastructure,A,Regional Industry INF MCT,Active,26-May-2022,21-Jul-2022,02-Sep-2022,09-Nov-2022,7.0,,75.0,,82.0,UZ,15-Sep-2024
21-Feb-2023,Karian Water Supply Project,Summary of Investment Information (AIP Policy 2012),44588,https://disclosures.ifc.org/project-detail/SII/44588/karian-water-supply-project,Risk Management,PT KARIAN WATER SERVICES,Indonesia,INS,Infrastructure,B,Regional Industry - INF Asia & Pac,Pending Signing,06-Apr-2023,06-Apr-2023,,,10.0,,60.0,,70.0,ID,15-Sep-2024
30-Apr-2021,FCS Moove,Summary of Investment Information (AIP Policy 2012),44596,https://disclosures.ifc.org/project-detail/SII/44596/fcs-moove,Risk Management,MOOVE AFRICA B.V.,Nigeria,NIR,Infrastructure,B,Regional Industry - INF ME & Africa,Active,14-Jun-2021,14-Jun-2021,30-Jun-2021,22-Dec-2021,0.45,,10.0,,10.45,NG,15-Sep-2024
09-May-2022,E-buses Chile,Summary of Investment Information (AIP Policy 2012),44610,https://disclosures.ifc.org/project-detail/SII/44610/e-buses-chile,Loan,SUMINISTRADORA DE BUSES K CUATRO SPA,Chile,,Infrastructure,B,Regional Industry INF LAC & EUR,Active,09-Jun-2022,17-Nov-2022,17-Nov-2023,26-Feb-2024,,,140.0,,140.0,CL,15-Sep-2024
23-Jun-2023,Botswana Solar,Summary of Investment Information (AIP Policy 2012),44613,https://disclosures.ifc.org/project-detail/SII/44613/botswana-solar,Risk Management,SELEBI PHIKWE SOLAR PROPRIETARY LIMITED,Botswana,BOT,Infrastructure,B,Regional Industry - INF Africa,Active,25-Jul-2023,03-Aug-2023,14-Dec-2023,15-Dec-2023,1.0,,19.0,,20.0,BW,15-Sep-2024
16-Mar-2021,REE Wind Power 2,Summary of Investment Information (AIP Policy 2012),44653,https://disclosures.ifc.org/project-detail/SII/44653/ree-wind-power-2,Loan,THUAN BINH WIND POWER JOINT STOCK COMPANY,Viet Nam,VNM,Infrastructure,B,Regional Industry - INF Asia & Pac,Completed,16-Apr-2021,16-Apr-2021,25-May-2021,29-Jun-2021,,,20.0,,20.0,VN,15-Sep-2024
08-Apr-2021,EGP India - Thar,Summary of Investment Information (AIP Policy 2012),44816,https://disclosures.ifc.org/project-detail/SII/44816/egp-india---thar,Loan,ENEL GREEN POWER INDIA PRIVATE LIMITED,India,IND,Infrastructure,B,Regional Industry - INF Asia & Pac,Active,20-May-2021,03-Jun-2021,22-Dec-2021,21-Mar-2022,,,50.889999,,50.889999,IN,15-Sep-2024
18-Jul-2023,Maple II,Summary of Investment Information (AIP Policy 2012),44855,https://disclosures.ifc.org/project-detail/SII/44855/maple-ii,,MERSIN ULUSLARARASI LIMAN ISLETMECILIGI ANONIM SIRKETI,Turkiye,,Infrastructure,A,Regional Industry INF MCT,Pending Approval,30-Sep-2023,,,,,,,,,TR,15-Sep-2024
25-May-2022,Sonker Refi,Summary of Investment Information (AIP Policy 2012),44905,https://disclosures.ifc.org/project-detail/SII/44905/sonker-refi,,SONKER BUNKERING COMPANY S.A.E.,"Egypt, Arab Republic of",EGT,Infrastructure,B,Regional Industry - INF Africa,Hold,30-Jun-2022,,,,,,,,,EG,15-Sep-2024
01-Feb-2021,Truck Lagbe,Summary of Investment Information (AIP Policy 2012),44987,https://disclosures.ifc.org/project-detail/SII/44987/truck-lagbe,Equity,TRUCK LAGBE LIMITED,Bangladesh,BAN,Infrastructure,B,"Disruptive Tech, Service & Funds",Active,14-Mar-2021,29-Mar-2021,25-Jun-2021,24-Aug-2021,,,,3.0,3.0,BD,15-Sep-2024
02-Dec-2022,Emergent Latam,Summary of Investment Information (AIP Policy 2012),45039,https://disclosures.ifc.org/project-detail/SII/45039/emergent-latam,,"EMERGENT COLD LATAM HOLDINGS, LLC",Latin America and the Caribbean Region,,Infrastructure,B,CN1S7 - Regional Industry - INF LAC/INR New Business - LAC,Hold,27-Jan-2023,,,,,,,,,,15-Sep-2024
18-Feb-2021,Continuum Green,Summary of Investment Information (AIP Policy 2012),45140,https://disclosures.ifc.org/project-detail/SII/45140/continuum-green,Loan,CONTINUUM ENERGY LEVANTER PTE. LTD.,India,IND,Infrastructure,B,Regional Industry - INF Asia & Pac,Active,27-Jan-2021,28-Jan-2021,29-Jan-2021,09-Feb-2021,,,75.0,,75.0,IN,15-Sep-2024
29-Jun-2021,PSL - Ultratech,Summary of Investment Information (AIP Policy 2012),45146,https://disclosures.ifc.org/project-detail/SII/45146/psl---ultratech,Loan,PRECIOUS SHIPPING PUBLIC COMPANY LIMITED,Thailand,THL,Infrastructure,B,Regional Industry - INF Asia & Pac,Active,15-Jun-2021,14-Jun-2021,29-Jun-2021,,,,60.0,,60.0,TH,15-Sep-2024
14-Oct-2022,Syrdarya CCGT,Summary of Investment Information (AIP Policy 2012),45205,https://disclosures.ifc.org/project-detail/SII/45205/syrdarya-ccgt,Risk Management,ENERSOK FE LLC,Uzbekistan,UZB,Infrastructure,A,Regional Industry INF MCT,Active,20-Dec-2022,09-Mar-2023,16-Mar-2023,11-Jul-2023,15.0,,150.0,,165.0,UZ,15-Sep-2024
15-Sep-2021,OSMANGAZI ELEKTRIK DAGITIM AS,Summary of Investment Information (AIP Policy 2012),45265,https://disclosures.ifc.org/project-detail/SII/45265/osmangazi-elektrik-dagitim-as,Loan,OSMANGAZI ELEKTRIK DAGITIM AS,Turkiye,,Infrastructure,B,Regional Industry INF MCT,Active,15-Oct-2021,21-Dec-2021,07-Mar-2022,01-Apr-2022,,,75.0,,75.0,TR,15-Sep-2024
11-Aug-2021,KICT,Summary of Investment Information (AIP Policy 2012),45328,https://disclosures.ifc.org/project-detail/SII/45328/kict,Loan,KANDLA INTERNATIONAL CONTAINER TERMINAL PRIVATE LIMITED,India,IND,Infrastructure,B,Regional Industry - INF Asia & Pac,Active,21-Sep-2021,28-Sep-2021,07-Apr-2022,06-May-2022,,,30.84,,30.84,IN,15-Sep-2024
20-Dec-2023,TMPA Facility,Summary of Investment Information (AIP Policy 2012),45517,https://disclosures.ifc.org/project-detail/SII/45517/tmpa-facility,Loan,TANGER MED PORT AUTHORITY SA,Morocco,MYC,Infrastructure,B,Regional Industry - INF Africa,Pending Signing,04-Mar-2024,11-Jun-2024,,,,,162.75,,162.75,MA,15-Sep-2024
16-Mar-2023,Nuru DRC,Summary of Investment Information (AIP Policy 2012),45543,https://disclosures.ifc.org/project-detail/SII/45543/nuru-drc,Equity,CONGO ENERGY SOLUTIONS LIMITED,"Congo, Democratic Republic of",ZAI,Infrastructure,B,Regional Industry - INF Africa,Active,28-Apr-2023,29-Jun-2023,30-Jun-2023,12-Jul-2023,,,,5.0,5.0,ZR,15-Sep-2024
29-Sep-2021,Sembcorp Industries Ltd,Summary of Investment Information (AIP Policy 2012),45547,https://disclosures.ifc.org/project-detail/SII/45547/sembcorp-industries-ltd,Loan,SEMBCORP FINANCIAL SERVICES PTE. LTD.,Singapore,SNG,Infrastructure,B,Regional Industry - INF Asia & Pac,Active,13-Sep-2021,10-Sep-2021,27-Sep-2021,06-Oct-2021,,,111.629997,,111.629997,SG,15-Sep-2024
16-Jun-2021,TradeDepot Ser.B,Summary of Investment Information (AIP Policy 2012),45601,https://disclosures.ifc.org/project-detail/SII/45601/tradedepot-ser.b,Equity,TRADEDEPOT INC,Nigeria,NIR,Infrastructure,B,Disruptive Technologies and Funds,Active,31-May-2021,25-Jun-2021,26-Oct-2021,28-Oct-2021,,,,10.0,10.0,NG,15-Sep-2024
06-Sep-2022,Karavasta Solar,Summary of Investment Information (AIP Policy 2012),45644,https://disclosures.ifc.org/project-detail/SII/45644/karavasta-solar,Risk Management,KARAVASTA SOLAR SHPK,Albania,ALB,Infrastructure,A,Regional Industry INF LAC & EUR,Active,10-Nov-2022,22-Dec-2022,19-Apr-2023,31-Jul-2023,3.0,,30.040001,,33.040001,AL,15-Sep-2024
09-May-2023,Indigrid,Summary of Investment Information (AIP Policy 2012),45645,https://disclosures.ifc.org/project-detail/SII/45645/indigrid,Loan,India Grid Trust,India,IND,Infrastructure,A,CN4S5 - Regional Industry - INF Asia & Pac/Infrastructure - CSA,Active,31-Jan-2023,01-Feb-2023,13-Apr-2023,20-Apr-2023,,,150.0,,150.0,IN,15-Sep-2024
14-Sep-2022,Gozem Vehicle Financing Platform,Summary of Investment Information (AIP Policy 2012),45714,https://disclosures.ifc.org/project-detail/SII/45714/gozem-vehicle-financing-platform,Loan,GOZEM PTE. LTD.,Togo,TOG,Infrastructure,B,Regional Industry - INF Africa,Pending Disbursement,,14-Jun-2018,27-May-2022,,,,150.0,,150.0,TG,15-Sep-2024
01-Aug-2023,Cube Invit,Summary of Investment Information (AIP Policy 2012),45754,https://disclosures.ifc.org/project-detail/SII/45754/cube-invit,Loan,CUBE HIGHWAYS TRUST,India,IND,Infrastructure,A,Regional Industry - INF Asia & Pac,Active,13-Jul-2022,13-Jul-2022,14-Jun-2023,28-Jun-2023,,,278.0,,278.0,IN,15-Sep-2024
